321,link
157,u
123,ya
79,thats
74,will
72,im
64,good
54,dont
51,nate
50,dood
49,dam
47,one
45,rad
41,bro
39,oh
37,go
35,got
33,epic
31,yo
30,fuck
29,2
28,ill
27,pretty
26,man
25,know
24,play
23,big
22,cant
21,@titaniumox
20,back
19,every
17,buy
16,:sad:
15,1
14,bye
13,better
12,class
11,bobby
10,actually
9,10
8,4
7,alright
6,6
5,4chan
4,-
3,12
2,"""i"
1,""""
